S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12
121.9883446,153.3697177,90.19276749,84.69425323,74.76096285,90.3830475,105.6746874,82.12155225,132.7937125,119.0466508,65.51691173,103.5049096
210.0386325,108.7075932,97.45293031,72.13825328,88.74849613,91.31549667,133.0098712,109.526359,137.8753398,128.6097132,73.3630557,101.6621056
188.9743738,108.6822459,104.6463737,83.50178976,113.4391837,82.60939983,158.1788852,124.5179626,107.5813292,135.0456735,43.96126143,111.8462314
212.3634715,173.843073,78.18523514,67.76644636,55.77267725,76.34090299,146.2915267,70.4937849,153.9541228,174.1417115,92.61167129,113.8520267
92.69045514,138.2822931,124.9592155,120.2940856,56.99551097,117.3425138,111.7115877,99.9544708,128.3191556,123.5590476,108.375689,105.792666
117.4414793,128.2867748,72.48802145,147.5823392,49.78520234,154.4784081,99.56538431,74.72805114,135.016721,101.8701638,93.61724737,105.5751347
53.60860055,123.37822,154.0648147,154.45262,94.18271653,154.0115894,56.31205143,100.8147781,174.6285877,70.58731484,129.3304395,134.1877659
91.68466684,178.1669664,128.9944848,132.2336088,57.24486078,106.5566425,61.6867544,101.2148515,130.6369318,73.03728381,132.4700649,168.2945383
150.9562744,160.3274789,139.3623016,85.97716742,89.35841951,73.15158706,154.4844831,116.6661937,141.7853905,139.9313639,59.77285341,127.7942724
133.9532948,128.3962928,73.08999086,126.8300772,52.91769928,129.4694576,184.3203814,62.0359529,149.4957577,132.0836318,109.5580111,112.6840563
148.1506614,83.07803275,157.6566863,98.30387408,136.9328186,89.41042274,105.5217609,98.32708622,95.92258661,125.3716587,81.31360421,88.37615349
141.4197907,79.81079043,95.7119982,109.2623067,89.07389971,105.6654017,162.7247731,103.7299656,61.29587755,173.5392148,134.9376812,53.87338901
97.79148409,75.43930116,147.2684818,186.4439948,155.1983119,164.7524823,89.55503573,141.2205966,66.48605039,82.69742607,139.8286337,82.90745059
134.0857095,96.78845695,135.7050517,90.69161727,102.457274,92.18392305,110.4838983,105.8043644,78.65790399,89.60571342,63.81196114,90.0639889
108.4059536,107.5644114,85.7461981,205.7779932,59.22823717,132.3779645,106.264464,84.46196764,149.5977208,138.209238,139.3401472,97.73706017
177.9915253,82.28630826,87.35692225,166.8506207,75.62799507,135.5920112,206.0602796,86.98407745,103.6979524,158.3562891,118.4031154,53.2167795
200.6471003,82.28365227,127.4801903,113.8635051,92.44050918,126.1711381,139.3758703,110.5221785,92.12695072,202.0170372,109.4377622,63.69678098
86.4613667,125.000555,104.1410786,161.9715765,71.81193744,135.842447,108.3073159,75.58004027,120.7516149,126.9217886,114.4986963,132.1353881
69.81115171,178.329528,130.3056792,167.6192998,87.23940072,112.7185008,63.70590876,70.91851789,147.1474967,87.95490105,119.7278514,150.4338782
126.4652281,168.1941958,83.73040119,152.5311694,40.12533635,145.9671149,139.91355,52.82913712,170.9864771,97.18793899,127.7462491,131.7423954
128.7043495,93.94467068,192.1330596,113.9647336,121.2471184,57.47357634,96.42055121,172.2185916,79.76744372,126.0813481,51.20242905,118.2097954
147.973461,112.4916782,104.4579678,84.20602975,80.98309911,72.54837372,142.0495745,121.7615799,130.1358482,137.21317,39.17059861,118.1306691
105.7291953,64.56953926,171.9498846,147.4826842,148.4031847,133.5839537,154.3772268,141.8472321,70.41949773,99.22523386,105.6741937,78.92225703
128.0355967,59.48673049,194.2572015,134.2689127,135.8724954,100.3996658,116.6377262,159.5675547,53.34676409,92.18791755,91.23695129,70.33212799
234.9161077,97.05351588,108.2607849,105.039941,89.93138166,108.177006,145.972386,93.58178873,97.54644782,176.4894626,91.17644314,65.35824087
69.96705895,117.8701816,103.7615353,180.1360422,90.14025327,100.8119918,66.96571738,100.3939196,163.7035627,73.90722679,106.1898205,123.4002379
82.80732397,100.8479552,129.1821419,138.2760008,86.9125625,125.06065,61.31578585,89.49384443,146.6880272,77.00087453,79.51653756,109.3758123
130.1200505,102.3053061,122.4833362,200.2487309,81.95837202,138.8615669,133.7028515,78.80760678,111.87833,119.5629372,187.606916,57.09242895
189.9145572,151.738877,83.00217054,93.47391998,59.88741487,63.4205803,177.6867951,66.51871612,137.2398829,130.2830174,77.87951552,127.147411
142.1852155,115.9273344,114.9483458,84.50900546,86.87411446,88.19355542,194.2683532,118.5990586,71.98946223,123.3213041,109.0296469,93.92439809
72.83943727,132.2356741,126.590528,110.3634344,108.8704776,93.70964338,62.97506523,137.7829743,143.6687774,55.89035094,94.06115414,180.953999
183.757532,94.16121605,81.78153374,118.0261498,71.88877537,133.6424201,160.4542299,68.84870632,69.1201231,187.9895425,130.5158285,58.78931089
173.0347247,74.56864151,137.497948,80.87541557,93.0133821,87.58201292,107.102509,83.29233842,109.126778,166.1690136,68.96150471,102.7224107
145.0789609,114.6751723,71.93535337,181.8530917,30.71775989,158.9853611,103.3604347,56.74092248,154.3609179,126.7004009,116.1875555,125.1984341
161.7259913,70.65760479,160.3861302,75.38597402,127.6731089,79.9906731,129.8113315,125.7965715,75.46726709,129.2652857,78.64594637,88.30000222
134.7378114,88.1893126,111.2615591,108.5202382,76.83375073,120.8544272,143.7384827,112.2935483,71.0439007,153.1427216,116.403066,72.74403763
104.2312517,96.27573099,108.6742619,184.9387725,91.79221082,150.9764066,117.5850568,84.66919045,92.68392185,84.77877606,117.0058163,74.46939545
121.7992883,160.1476384,93.74846122,137.9826297,53.58078224,168.4590632,112.1246441,74.20033736,183.8774128,88.63737259,110.5453711,165.6070712
140.1087224,111.6934791,129.7727497,94.32583143,141.8597953,73.31808177,124.9345851,122.4353657,93.07747218,109.2966543,60.76346832,133.101989
183.4490042,111.3084292,80.85926363,70.32571035,62.7863706,73.7525301,194.6035073,72.95053253,113.8913375,137.9593791,101.8541286,124.9196948
105.0965524,121.9160124,112.6211315,121.7038197,92.76618916,127.7598911,62.080137,112.0290168,151.9797914,111.7282192,72.5318046,155.32716
139.9745444,169.9913109,93.57300767,180.2470126,32.03010981,167.6807947,93.85262467,51.4912948,143.5715221,108.5533034,104.9104637,123.1492528
139.4840592,124.4453456,66.45970244,110.2912056,69.94163845,74.93318801,176.7042684,67.55193574,146.426134,168.598536,63.96960301,170.7559817
141.1491604,105.0594213,75.02879286,99.8288378,70.60511094,106.9273237,119.0117577,95.04858676,76.75352476,178.4785127,89.45989186,93.10508988
161.1438648,52.11444648,109.5543401,110.1135585,138.0437266,131.8582215,109.6342166,154.4950448,77.34962748,122.1371524,117.103743,84.24993259
73.83704318,131.2342202,173.6315805,154.8543445,118.6726792,125.9940911,63.68938923,109.5629689,167.6376163,63.80053643,88.55546851,178.2255945
150.5883104,130.0532377,66.88386077,91.65388761,42.41768329,136.5525004,154.7730302,47.80623726,104.0596586,172.6959714,89.04834414,92.38798032
100.145132,122.4183728,86.93094504,118.5482256,86.24200099,114.0122485,85.44100175,93.76192675,168.5620169,109.3313106,84.85258777,145.4474834
133.9938502,78.16608474,126.245254,136.5430108,125.6523155,95.84904812,111.35157,124.7879787,87.49088343,138.3192652,77.88384288,70.55135697
139.4283441,174.2143374,181.0920931,96.58341651,128.1079551,65.5438041,106.2369353,137.3886047,158.7317996,143.7744822,53.67785506,151.7608508
131.2794225,141.2453546,81.0973808,98.25125118,77.21878356,91.20704039,148.4760612,78.84394347,98.31093359,160.6866429,92.48892872,122.9606012
161.0601185,64.07588327,173.7425113,141.1576358,121.5296146,124.5899067,149.557915,143.4736028,58.79939944,145.338045,92.93745677,64.00118472
86.81176835,148.5586295,113.959907,146.5475751,60.77673307,94.9831852,104.0875162,98.98593357,146.110862,96.0008209,76.17579342,123.7126568
166.861785,83.56313325,102.0616694,108.5874574,85.00856608,107.6278486,116.2558754,93.75338047,86.51635031,103.2187406,95.06791593,55.21577674
94.70714038,66.47692796,114.3162796,109.3627982,84.23136388,147.5152988,121.0727111,108.8670065,79.73889597,141.729158,102.1952398,98.94112241
113.0797241,96.76418268,94.54224236,173.6443526,72.88770893,143.574039,69.28172934,68.85864671,123.9201505,84.10392966,105.027039,81.76320418
117.0197105,78.32936657,193.74883,127.378287,120.9496483,86.40290386,104.8873753,131.877627,56.13554624,157.7406994,76.84927948,84.14853924
160.2183967,100.1389725,127.7233312,86.1872403,129.899372,55.23051271,121.4455923,148.2629632,96.03232664,106.7606319,30.04214086,160.6059826
137.1342047,87.52364361,100.8982865,138.55766,63.29495113,141.4081284,119.1181593,98.58456678,85.40331096,136.4061735,145.9648887,94.01862879
183.0346582,139.5026846,78.31051101,139.9644052,41.03377337,104.8723932,112.2011332,58.76391957,117.4255506,143.9459815,83.53906428,152.4800137
144.9815967,128.5574691,111.7515657,128.0835914,79.75664249,121.9163052,196.4022561,63.56826375,83.6923863,186.5492641,95.13096495,118.1703228
110.7497229,135.3830329,96.77899716,120.3676156,59.96719769,130.3173969,94.66991337,79.14727298,115.5576327,111.4569733,118.928493,166.7370186
144.2162888,85.94950846,191.6021974,64.0095433,127.455923,49.70978423,172.9185526,108.3217635,84.37110127,117.3767652,40.86627661,120.2054041
123.7898048,119.4469207,103.399442,124.6515833,85.73291183,120.7228001,86.36600972,85.3172654,136.3286329,77.28026066,78.48198715,106.9750146
120.3264567,164.4504675,93.95087597,90.94680676,51.64766237,127.0537692,155.940485,59.68083009,108.2725977,160.5409162,104.4220932,132.7950186
121.6070797,147.8856604,92.85832826,109.9684805,38.33661809,122.9378072,100.4638013,60.23750173,139.8708071,100.2930075,134.0727716,148.4362675
106.5981292,87.66151954,77.8723727,184.7526634,81.9447358,149.1459966,117.7024867,94.33728402,129.0329264,113.1647341,167.4065717,108.1371794
153.3286505,86.38431695,114.4198089,198.8455123,117.1799028,136.9363435,140.2095628,124.8735237,102.4212895,135.3170183,153.4620264,65.94675642
147.1922916,135.7134009,98.7803212,87.32344125,65.54824037,65.0010568,146.348714,78.53029131,138.1229729,160.0870209,53.75369101,113.1494194
101.1126447,129.7538422,164.2042216,125.1421776,134.1623994,86.82056237,75.22339384,141.1746923,120.8792087,121.9034376,65.87899941,154.8758878
149.4838333,99.2730299,103.2053767,117.7076691,93.36081691,82.5988697,110.6571166,104.3739517,94.13719662,129.2955188,88.303897,103.9530886
126.9276374,85.20459881,97.06986145,150.0035267,68.3706551,149.7172259,142.0712171,56.03558836,75.64752949,133.8526678,120.2302892,65.22713945
140.4384732,188.8649845,78.18462786,151.2551133,27.66545977,104.0451764,151.4806082,33.78807812,184.2688586,137.4062745,126.8691236,166.4402804
145.1696969,113.919054,70.6168289,129.7240428,71.22709506,97.7491924,111.9958187,66.28467655,126.417255,157.7099865,125.5105242,88.61857248
160.421963,90.738904,109.6050663,123.3679023,96.29886202,149.6635657,154.8606824,117.8233919,67.99668817,133.0443535,102.8286092,64.38264611
127.0697715,99.46857907,76.45013129,167.9038812,29.66549875,157.6966772,141.4472386,59.97018473,127.2890635,106.2977225,139.5769953,116.5478012
121.3635267,69.0334164,130.040177,136.3131498,92.42284379,136.6494047,84.9442615,142.6934936,77.97754392,115.2463478,82.98753176,84.25465199
177.1389393,129.1528771,117.8274103,94.34125541,73.08713881,72.83000899,171.479551,109.9734576,129.660164,113.8866019,66.11096941,120.6829948
143.3354112,106.0239808,96.93614092,101.6982158,55.59169882,108.3380574,110.0628259,61.51534515,132.0619686,86.08366825,123.8785532,138.6862544
136.6935747,152.5601404,106.598057,97.10449777,78.55252725,104.6561845,144.6548431,74.12906359,107.2054074,103.8057911,74.52789967,121.4482605
188.0269279,154.6192231,115.1854897,50.14249982,119.1553797,39.76878084,154.7962334,125.5037435,100.2121856,151.1170017,20.57551882,137.6413117
118.9924343,51.91778363,152.8954266,123.5752788,118.6912508,109.4432338,123.7462502,103.6363375,64.85645757,119.2078817,89.80575997,74.76694828
138.6950041,134.3506713,126.4615413,74.92632427,112.9676721,62.52482104,162.8443163,99.53625316,111.3403376,156.7281115,70.35338444,123.0880067
173.7646578,174.4682041,95.7334295,88.53946696,55.77534223,111.2501774,118.7953775,49.98030432,178.0353108,161.3923146,66.91717803,115.7248766
157.065315,148.0804247,109.2031759,87.47818766,104.9480344,76.08812299,147.211815,122.4346038,109.6441569,129.9032783,55.20125336,152.7912193
72.42349898,140.02533,134.8721003,142.5245355,57.88993799,145.4724333,59.31782894,81.15842665,120.78219,72.86865973,138.3457681,116.0279959
104.5555099,109.3833445,122.5768311,129.0911578,84.82132291,107.7431075,102.1100146,70.7142356,133.0162636,131.3322351,98.38172871,109.0440835
176.9196547,96.18741246,94.79019051,109.3510656,62.79322109,136.1612692,164.4793061,66.0738239,76.34816901,152.7343667,137.7999519,100.744304
146.8966732,71.85569348,100.2616116,111.814452,100.4876697,76.34663673,196.400998,85.23617961,82.94636119,202.9433191,93.01318923,58.57127536
131.5488429,140.206487,99.3793552,139.3688318,50.95095705,134.4258169,98.46395447,74.59504558,120.7546563,114.3298694,93.44681954,151.3854119
72.74447939,114.956614,171.0320337,123.378985,145.6967267,120.3912121,63.81402876,113.7834576,106.5581094,87.38760207,90.16692445,132.7375967
122.5506398,121.2992933,89.25074152,174.8674793,44.8731106,190.6762424,95.44095604,71.98602736,136.5064452,130.0813561,164.2776659,128.3400812
95.68092844,76.31163327,173.0897515,130.6958019,134.5637899,144.5848133,81.86321653,127.2209297,86.64230267,80.63433813,106.1134848,62.26788555
98.13736281,141.2020419,103.2978421,176.78985,50.85337031,147.7210297,105.3374012,78.29801536,122.0111493,144.8334032,156.8587137,89.25814036
140.4760032,160.3176101,152.0628955,65.62624421,126.6476073,49.85868448,147.3703944,135.6796293,158.528033,136.3474342,26.44927749,155.7594865
161.6795096,89.21563068,131.9580891,114.9346575,102.7844888,142.8183518,179.0346947,116.5754119,88.32326784,151.4348012,99.91916679,51.79217844
155.6217555,118.2552776,56.14460378,88.98387945,58.17288943,111.0934339,141.1174116,44.67922549,146.9263155,205.8441353,83.96743332,148.6154119
68.98109494,92.38903233,189.7985145,159.0227558,141.2453506,105.5461462,85.2895216,142.0128683,138.4653358,81.5922659,94.58871177,100.6072821
76.30745161,119.2599709,143.5592372,125.0471149,124.3189027,114.9366152,54.69165592,124.7018956,171.5663393,63.08261007,108.1907752,130.5726352
115.9920545,158.5163274,121.2760739,107.1267625,90.95250745,101.1374389,81.48286692,100.7093544,152.7312456,82.4850487,90.07906025,142.2832996
162.5248873,150.7882288,152.3883879,65.34465664,93.69255822,34.1561393,145.2129623,125.7777208,115.9762326,165.9666907,31.8179348,156.3203764
185.2766443,84.51485876,164.4607359,83.46730375,130.4177539,87.41575666,142.9013631,136.3853526,63.15663258,131.7750096,64.59193474,82.72996195
136.8436033,104.0749196,142.2172447,107.5569585,75.722871,69.28698705,125.5831372,74.45606571,116.5470487,98.11940716,67.76545311,124.9703846
90.04502747,146.4463604,151.797511,107.975761,92.65774924,113.9206151,99.69142764,136.5455904,153.460991,108.8112761,107.2902839,168.5362956
105.8692169,88.96758437,168.7313372,152.3113186,98.30196882,79.50108579,98.52321843,111.4428821,94.06095949,94.08137826,110.6829638,126.9464726
85.99072419,145.5860532,127.851137,133.1022734,114.3220559,81.2268332,81.71971693,127.9212199,133.1561196,103.915831,66.47347582,98.87885832
183.4663218,104.662695,107.7527678,87.62363505,66.5020458,102.3164451,115.8766911,68.06516314,125.6153694,160.590046,73.82177189,91.37569455
180.3135656,72.66111842,138.241802,104.1823484,137.2360949,80.57345411,178.1820087,174.2152246,70.57364734,152.7540929,73.82736858,77.99687586
80.47368769,108.2659054,164.5208767,174.5400843,119.4825801,129.1189734,66.22995274,137.354386,155.7255495,59.61229249,115.068402,164.5052875
137.6757844,103.0037941,142.6427243,102.6439311,139.9237262,60.3804377,126.9263281,138.7560585,106.8821148,108.6638276,71.39478759,85.58016743
117.4344133,117.0887334,102.9469396,196.363982,65.67747451,194.1716128,93.04252461,91.30052689,97.78536415,109.8005472,126.171106,70.00626544
111.6423344,138.0060699,107.3919158,118.3444618,44.89153166,138.1121991,105.2550238,77.28977539,97.56453964,134.8798097,119.3269251,110.5481528
159.7417825,122.6315263,92.27244859,115.6761885,59.00197531,119.7947568,145.0623633,80.75999323,131.3337545,154.1604302,75.19221645,146.6354924
148.3305784,116.1658401,131.262133,99.85572191,78.32536566,91.73783165,126.2924321,77.80852753,83.20468638,133.6601433,81.10111618,72.27182189
123.5987384,79.74963188,91.36286275,111.0799253,77.59240145,75.88856059,116.7841122,89.74621328,95.78717207,124.0920306,58.8966831,106.1876965
116.3041727,185.106771,111.2715457,155.3025553,48.69799307,116.9171822,87.27841527,90.74553018,151.0207686,81.05289544,124.8444548,176.7995716
102.8280061,98.74482004,123.3337203,148.9387009,86.0949755,141.6236942,75.95246711,80.03224353,113.5413806,72.32214279,91.00734737,143.0900029
142.7117216,145.58402,74.31666024,165.7117431,26.99755994,171.9917878,108.202156,50.91007042,175.85767,111.4741356,140.7822798,127.9442396
143.7633101,136.5778384,75.3765937,181.0967596,23.52065406,117.8578033,138.0751656,46.13783787,139.2562045,119.2455889,107.6556669,160.3034702
123.5676787,158.6210503,144.7170018,71.50129417,127.8417044,29.62970658,118.5324164,157.447998,144.6549907,174.1152474,25.89473656,138.503744
133.2293815,55.29495398,163.082164,179.4493826,92.51526611,135.786647,126.2655615,125.1097505,65.77736356,92.45365683,110.5849298,71.43133453
79.84877062,142.1508363,114.1006193,127.4567671,94.22733562,76.4184388,69.74851255,113.4187021,123.2190233,85.22513613,84.10674675,105.6034221
129.7477495,90.0030472,90.05523937,108.6535695,78.20211509,92.56500438,82.90886672,88.21037433,126.2744068,114.8249607,95.98989616,145.8533489
84.38428203,77.06265665,127.3146567,190.2532567,105.9396349,144.4805306,64.25227626,118.7870909,105.3462291,83.33532016,113.6544945,124.5855116
142.1441392,105.4827509,113.1026841,127.0580591,113.8403935,89.82092106,132.2382556,117.2328804,84.95604194,91.11562393,83.61893311,118.2008711
105.6286037,62.49118019,143.2583042,171.2136883,121.8076339,113.4147819,125.6167913,112.8735869,88.70392276,118.3651296,144.5785493,52.53800314
150.5378705,108.1777436,101.8824555,80.74783402,111.3763027,109.0199784,102.7941491,102.0494414,80.28142562,128.7194587,74.85926925,103.7987319
111.8608383,104.920497,185.7378821,94.23831695,140.0247572,69.51338384,91.09802529,153.0666364,89.77264072,124.0986729,57.58325216,151.277892
154.6201177,83.54790685,140.8722714,117.9424081,92.19367745,90.82735709,121.296471,90.56414608,104.8362739,124.9564258,94.10107516,111.9635008
120.1672152,120.450938,83.45885151,129.1156023,62.0181614,146.4218279,88.73934433,83.03028036,83.8857491,83.20732812,97.61489187,89.31045624
77.8470117,100.1909693,111.5118496,124.1778275,104.213037,105.5744964,61.50141567,85.72184006,99.72856285,85.60112418,85.64262266,122.406829
145.8535608,78.51756179,152.3554535,99.04502789,140.945152,96.00995791,173.3605955,144.4226861,76.30626448,172.1272867,84.11208622,87.30852201
125.3173738,157.9546968,89.99807439,157.717005,45.1657396,162.0996644,93.18963841,78.66391013,128.4948024,92.43797979,116.9457107,116.6596978
151.2589195,58.30634332,139.7732454,127.1413446,117.0161465,87.81442874,141.7998029,96.13169937,72.50964042,158.5953677,69.95555069,81.22818205
157.431132,173.7778367,77.25489502,118.1014478,55.59898084,125.2442446,122.3678139,65.20600224,119.5296215,159.3067974,102.1594221,159.8791121
121.0082789,177.6347725,92.75795091,134.3032129,55.34963643,106.2094579,114.6885016,79.24617341,163.9252777,124.9183176,131.992007,146.5726307
210.1786029,94.36051422,110.252772,100.129861,80.54324826,132.0712956,134.6483922,73.68917093,102.049491,165.2290351,79.23351805,93.67780605
73.78660961,143.0675324,125.5849791,137.080832,146.0816471,106.5855131,92.15196869,126.8743065,97.44538149,60.17295261,76.82835305,117.9713276
71.50425782,82.40671352,158.137096,198.7813398,94.39584492,124.3672854,67.74819977,120.2948201,114.585266,65.5367414,106.8136744,92.68408862
141.9307454,91.68101654,78.94822765,136.6581099,64.19097211,148.7605612,157.7848751,53.12838519,93.16302773,128.3720298,153.3907398,105.1890834
113.1561959,115.5115875,109.1661462,134.1350731,40.37599331,120.6553517,112.6194203,74.66658665,92.24565057,97.98283054,105.3935012,85.66251854
169.5630975,80.02817115,93.54553522,157.0309792,54.2855967,113.5079586,143.6957692,59.89336016,102.9380147,151.8129361,124.3208315,102.7399111
121.3697823,113.2070904,131.5562515,89.72025567,111.2782114,50.6982089,105.2184058,143.7201868,117.6507724,134.4769496,53.60700563,173.9854919
171.0615219,96.49391247,156.5454345,86.34430083,150.6934457,102.5095809,121.4904512,120.0426362,84.33127148,166.0734801,90.01713266,78.42368164
121.6923112,98.71046407,104.7865677,100.5742703,77.03450817,98.90856501,151.4441406,79.24653746,107.2807702,133.3678341,101.7112949,96.64573686
153.8092204,175.6328364,140.5492535,77.51916425,115.9024763,69.80148239,140.9356678,112.9573004,142.6179666,140.3408032,49.51173659,191.3566276
169.1448467,86.56774731,144.4930802,99.69041393,143.1110912,100.3765812,128.6591795,129.938852,85.12546482,165.8326443,74.87802419,80.69144165
141.1967033,51.61360054,141.394981,93.84534133,121.5249296,88.48484823,156.2776896,159.0714096,54.93891662,176.8583939,94.40413801,59.0784804
157.2920779,103.9332653,97.77992458,169.1359995,90.54127258,130.0111234,120.7974966,72.11947441,103.4723767,121.731627,119.2100589,55.83940918
156.9712944,120.4246964,73.7978271,109.2882243,44.59503709,143.3723944,105.7993909,54.12670875,109.8586474,103.5757738,140.7269484,133.393583
73.68958165,97.36748559,166.4635253,144.7050101,141.0456727,110.0784755,74.351151,162.2127533,135.6846385,102.9067744,57.05259239,150.4446232
92.84181141,116.5599711,175.6008605,133.6775613,98.53459795,119.6156367,110.8420496,113.0025708,82.04994293,94.89103898,63.62108793,89.13206419
151.7566366,62.55911354,105.6386574,85.42522864,96.27490283,108.1928105,137.1974043,91.35068377,80.33758113,155.2673764,85.38611747,86.14296538
92.82461116,136.4596232,144.4062546,127.5110174,74.52176593,89.52946379,85.72748616,127.7545855,155.7288346,70.05527579,81.4419137,135.6173553
115.0747936,101.6589161,148.7188393,99.0577085,129.085614,64.51346529,103.890512,110.613314,115.8484009,101.0476713,41.38100488,117.5263166
183.0109895,82.91322948,184.0119256,86.56905628,124.4513499,83.92683174,155.8382831,125.2076163,95.55075424,176.4628091,65.37528133,128.6476648
115.3716111,123.344383,121.089198,155.6799448,54.44965209,168.9069337,77.77762961,82.46724966,177.6122325,74.05341303,124.5188005,118.7298023
131.6998835,95.06755593,130.7696666,94.22381701,115.333064,96.6905449,124.8845514,101.6664542,101.0447311,123.4206168,59.01911628,119.1810771
134.5331857,105.1496131,88.64545065,121.8451363,68.60198846,174.0561137,100.0748883,86.71034231,120.8501109,85.31056501,134.9078446,86.2303876
107.1129406,81.71489636,118.7787186,116.4782529,93.13818147,75.70711436,126.566839,117.9136104,123.5858524,106.185027,70.38734444,85.91217608
110.8333134,91.03468495,129.0430397,154.36866,73.78961988,106.389166,82.51112796,93.03700525,96.96904584,137.1912945,133.6725822,69.12453016
112.7893267,109.3483374,127.284445,96.01984774,106.2100756,84.06935756,82.90106088,123.579146,165.4456329,97.97899375,60.87582491,122.9771237
191.0362615,147.7728058,66.12649132,112.2087812,53.68987042,95.47501006,132.0913457,78.02777291,116.1594997,133.5090706,76.75612401,110.9099859
118.2249835,103.1390012,138.3267863,85.74181543,62.78686643,76.74268589,119.5567399,84.80678571,139.6329615,106.724438,89.40880641,130.2092269
157.8717569,115.1868935,157.2720559,56.0612199,129.7593581,59.36975468,152.2937403,150.8359481,128.6261461,119.1965075,34.97463404,104.9047511
153.0966209,116.4994416,71.37975183,121.8738082,70.11025106,119.6772884,124.8947282,73.7885908,104.3417199,202.4194436,77.86361862,121.972885
187.5281511,114.526009,99.97748353,96.00774823,69.58653755,103.785267,145.3026356,58.12060895,113.7856515,143.5970696,123.1160872,114.1323729
124.0605421,120.3717775,163.9609737,72.98681823,101.7945026,50.03397968,118.5889537,149.3928656,100.2308079,141.4629707,40.48993617,171.3660066
112.9649585,60.39656468,202.2375474,161.7343032,144.7702203,180.4185022,109.6486585,136.3581451,64.6247052,98.33580668,132.7442501,106.5136267
104.8467083,158.2475637,99.37698712,145.0423719,48.34681618,115.2035491,83.9069045,64.03164701,167.3024913,111.6533611,139.5838433,119.765941
126.4685494,45.17680241,199.0044933,127.8784558,104.4542631,118.2617799,126.8944228,113.751291,73.00190031,149.7886743,140.2208044,71.27675924
163.9662816,76.89934392,107.890025,123.01164,103.9230696,97.61806348,120.9822978,101.5526577,88.01079761,184.6662969,104.4145227,101.3616244
224.6583951,125.6465175,118.0109412,110.9315768,81.68888967,92.19554936,177.3618771,113.004868,70.03995253,164.0100572,98.95874373,65.29001012
136.1361341,87.50389265,86.47219842,111.9127484,63.44005772,154.726194,182.1709667,70.72559356,82.09723543,192.7618915,133.9317494,69.90265052
125.6759211,121.5484238,67.99803345,174.8114943,57.50786225,159.1244096,110.5854638,63.21803942,142.1350811,134.0167134,110.5701065,93.17244334
143.6567031,144.7138242,91.14595195,129.8818851,91.4112231,91.22365822,100.235323,97.09118406,109.346798,133.1402876,61.97190937,118.3517777
171.8195592,78.18223748,126.9449671,94.74068556,119.6843979,95.40794396,141.9965615,144.7420181,73.48920417,144.4324606,89.36370923,90.7634576
109.2390928,71.48470435,177.4597745,167.3855585,88.11679049,125.8387684,93.20027798,157.3362181,69.39911392,107.6954013,117.513045,89.00637023
141.8425331,141.3759819,53.09454046,122.7033006,38.85169678,90.89867218,146.1431548,43.84705616,157.0698623,144.2850125,81.47736341,171.6611985
136.1937414,82.46984463,161.2440411,137.8805908,112.0708096,78.15892541,109.4615129,100.5672707,86.57936084,86.4084998,94.30868224,74.54307842
187.5291581,129.1171411,71.03416508,118.0933479,50.66067005,91.47893627,158.4254417,61.35317689,131.9699268,148.4274751,76.38042245,105.3282336
108.5794787,78.53821948,137.8228346,123.4362253,75.29793141,129.7467121,90.74293237,90.04681586,92.55305119,121.4587587,123.8839209,86.42688285
118.1833844,122.4451889,71.83005408,122.9432273,73.39098043,81.57460387,152.477689,66.8913087,166.5411499,144.9718862,87.00002696,150.4201774
143.0903945,102.3406453,134.6123644,76.93227781,79.37848467,72.68040509,140.7792914,99.68610248,74.10728248,145.683895,56.96606113,87.49979765
94.81361205,105.6976749,164.5669953,110.6291829,131.7537159,75.82694389,97.62479583,153.1709248,119.4398595,74.64836515,73.126056,154.0720606
131.2678496,149.5576814,72.16591764,145.8799125,46.35754331,120.4992716,108.2645634,45.9875751,106.9180512,184.0543862,102.4278451,102.0972852
148.5055368,177.6453555,68.31696568,110.9758211,38.75024298,128.3719233,134.7625154,47.13312926,127.5953373,151.3144549,142.7411596,187.6539014
89.93782536,114.7627246,95.0588859,112.6759015,77.54361608,123.8225068,91.61033634,120.2506675,98.83092378,100.9828,99.22772646,136.6328811
112.668402,85.40794352,139.3325903,164.5715776,99.02687205,102.277795,93.42726831,105.4077126,101.7502884,78.54049821,138.4864971,107.991319
119.8293532,105.0133388,80.01298863,190.9126407,75.78078466,135.0998383,118.7990501,81.00454725,103.5611983,138.0418255,125.9308703,94.06278231
86.66020566,140.6743563,172.0884698,124.6088977,137.9228986,96.8911342,67.60285567,156.046604,116.6865376,81.98538092,82.09608478,169.6340289
153.3183145,107.7642943,114.9416472,59.10674876,87.78061937,55.55066017,167.2800986,103.8921679,129.084148,164.9280623,38.19489912,149.2648153
111.9330838,179.1875313,71.73762081,137.5353051,39.69244865,141.3820343,86.90146459,62.05736077,121.5185755,146.0994342,142.9485453,167.8170098
160.0500985,103.3843023,106.316407,90.62121076,61.87096137,87.55985501,164.5475272,78.54205874,134.7436863,121.1295844,77.24075978,119.8935734
130.8520435,73.99255831,111.7063461,162.9140609,86.87382891,104.3516523,116.2960225,145.8293488,75.58588319,137.2485387,133.8604603,55.0342259
152.254677,78.60032659,134.2218659,198.541219,106.0265299,118.4971593,114.536104,120.5089747,77.52899902,116.5527609,107.7151773,52.17050643
