Sales_Volume,Marketing_Spend,Price_Index,Customer_Income,Competitor_Price,Product_Quality_Score,Social_Media_Mentions,Economic_Indicator,Advertising_Frequency,Seasonal_Index,Store_Traffic
1113.1389,-1.0392,1.1892,0.3964,0.818,-0.0282,-0.1583,-10.0255,-3.9899,-3.8771,-4.6176
1136.564,1.8658,0.2505,-1.1913,0.4738,-0.68,0.9429,4.3405,9.7893,1.8081,-0.9917
838.4611,-1.424,-0.19,-0.4292,-0.2667,-0.1804,-0.5546,-6.1421,-5.0294,-6.2817,-0.6727
872.1902,-0.766,-1.8997,-2.2528,-0.4613,-1.3833,-0.8895,3.5056,1.8491,-6.7953,11.1253
961.4636,0.2942,1.7496,-0.7838,-0.2344,-1.2923,0.4695,0.1527,5.7269,7.4389,-7.492
999.2963,-1.0976,1.0729,1.4356,-0.3616,0.9653,-0.2083,-4.4295,-5.5703,-2.1543,7.8649
1025.7015,0.9764,1.2019,-1.0989,-1.1321,0.0579,0.7826,-1.8584,0.658,6.8452,1.584
1165.9283,-0.4612,0.3232,-1.3945,0.7566,1.295,-0.0484,3.0886,5.2338,0.1229,5.035
1359.2131,1.6079,0.7852,1.3466,1.3535,0.7147,0.9603,0.3548,-0.1712,-8.4326,0.1975
998.8608,0.1142,0.211,-0.3636,0.1503,-0.5449,0.1089,2.7839,14.7412,5.5636,-4.2498
779.7799,-0.2798,-0.0774,0.506,-0.9645,1.4509,-0.1126,10.2146,-6.5358,-3.9735,2.0717
982.8009,0.1514,-1.1204,-0.6182,-0.2927,0.0321,-0.1738,-7.9585,3.5679,5.187,3.2945
991.5136,0.227,-2.0362,0.5914,-0.3241,-0.2491,-0.6174,8.2366,-2.5369,0.8419,5.2645
1228.9954,0.2671,-0.1869,0.0823,0.8896,1.447,0.044,0.149,4.0562,-9.2012,0.9653
955.2204,0.0786,-0.0716,0.9163,-1.9982,0.7276,-0.0297,-3.7078,2.2585,0.7408,-2.2665
967.5028,-0.1209,1.1966,-0.8875,0.4195,-0.134,0.2332,-7.0319,-3.6511,11.6294,-8.5788
1132.0464,0.4643,0.2089,0.5724,0.6091,-0.3934,0.4713,-0.9905,-0.7642,4.4373,4.5673
1174.5295,-0.0412,-1.4155,0.0913,2.1591,-0.2704,-0.4048,3.8232,-10.6793,1.8118,3.4715
959.5871,0.1904,1.2003,-0.5098,0.4492,-0.4114,0.3292,-0.8414,4.1701,4.9882,-6.6987
939.6639,0.4795,0.436,-0.6924,0.7289,0.3926,0.4623,7.282,1.9444,1.1036,-4.2751
1167.0063,1.6533,0.9757,0.2399,0.6231,0.6859,1.3316,-7.5942,1.0396,0.4091,-1.8868
1154.5151,1.9041,-1.7039,2.2188,1.626,1.5629,0.5442,-0.0671,5.0166,-5.758,-7.6583
939.8704,0.2587,-0.4969,0.7829,0.2127,-0.99,-0.1717,-6.0464,1.8031,0.0552,-4.8994
1309.7456,0.7007,0.2048,-0.1043,2.8147,-1.6159,0.3634,0.8319,1.0401,4.7621,-4.7367
945.0936,-2.1782,-0.8064,-0.5618,-0.5295,0.6856,-1.2043,4.6482,-4.547,-3.6493,-0.896
840.0495,1.6324,-0.9269,-0.44,-1.4301,-3.2413,0.4674,-1.7209,-4.5855,5.8747,-3.9461
1121.7542,1.1241,0.5936,-0.7729,0.9475,0.6559,0.7845,-13.5304,6.1284,-0.847,-8.1537
1165.7184,1.4751,-0.3029,0.2184,-0.1934,-0.1933,0.7242,1.0909,8.6533,-3.7316,10.0911
1126.3971,2.1709,1.64,0.1232,-0.1759,0.0754,1.4848,2.3169,-2.7925,4.1449,6.0166
1284.1505,1.613,1.8481,-0.0832,0.7292,1.0622,1.355,1.7937,-0.0935,-0.523,-3.8808
1057.8464,1.6923,1.5512,-2.7033,0.1443,-0.7616,0.9874,5.6488,-4.8291,3.0939,1.5075
829.3719,0.079,-1.0804,0.183,-0.2882,-0.4237,-0.387,-5.3243,5.3746,-0.9923,1.5493
1005.261,2.0521,0.2339,-0.6271,-1.706,0.6253,1.0709,3.8044,3.1578,-2.664,7.3078
1089.6546,-0.4363,1.4548,-1.0685,1.0481,1.9359,0.0935,5.293,9.8419,2.2697,-4.189
1083.4329,1.8846,1.221,-0.4888,1.5432,-0.2265,1.4718,-9.4648,-5.3511,2.5432,5.0883
991.0214,-2.343,-0.5674,-0.1981,-0.614,2.0222,-1.4848,1.6525,-0.0589,-11.7598,-2.9325
1258.0216,1.0115,1.9542,-0.7425,1.3415,-1.0589,1.048,-3.1454,2.6389,-5.6025,-4.7167
983.452,1.2777,-0.829,0.5471,-0.5916,0.7473,0.4032,0.0029,3.8428,4.7644,3.5998
930.4331,0.0305,0.2409,-0.653,-0.8973,0.369,0.2316,1.9861,-0.9541,0.1163,7.3898
1188.6832,0.8302,0.4212,0.2202,0.3728,0.5343,0.3979,-2.443,-6.1332,-1.6813,13.9347
1091.5702,1.0248,-1.0188,-0.9988,1.1686,-0.4553,0.3231,-4.0381,4.0532,-5.7382,-3.8331
1040.7003,0.5515,0.8188,0.3907,0.3406,-1.1225,0.5224,0.1151,2.6882,-5.1272,4.5123
1096.5924,0.6523,1.6839,1.4765,-1.5764,1.0787,0.7332,-4.5467,-4.6199,-9.2253,-2.2216
818.7812,-0.7202,1.0108,-0.0413,-1.1257,-1.2445,-0.0106,-5.0855,7.227,-1.0452,3.2092
744.6347,0.6123,-3.8367,-1.0777,-1.5594,-0.5404,-0.825,3.8811,5.0495,-3.4388,-7.7509
964.712,1.8688,-2.392,0.2766,0.4197,-0.0056,0.1568,-5.7752,1.85,-4.313,-7.6873
980.3231,-0.7974,-0.4489,0.2253,1.0745,0.0968,-0.5264,3.0735,-1.2168,0.0213,-5.3249
915.3525,0.2578,1.5164,0.3342,-1.2418,0.072,0.5453,2.7214,2.5581,1.8973,-0.5571
945.2947,0.8389,-0.3207,-0.5583,-0.6173,0.2301,0.3346,-8.5422,-3.8108,10.8876,-2.5395
996.2809,0.5019,-1.7011,0.315,-0.0288,0.2645,-0.1932,-3.3314,0.2139,-7.8522,3.0784
859.5746,0.5364,-0.0528,-0.8384,-1.6711,0.0689,0.411,6.375,-10.8945,4.4844,6.3115
971.8714,-0.0347,-1.9188,1.1428,-1.1687,0.0602,-0.7168,-4.231,6.8455,5.1671,2.8055
1206.1418,0.2291,0.2328,0.2243,1.0743,-2.1899,0.3977,-2.678,-6.6129,-3.8438,9.0523
1224.7547,1.0752,-0.775,0.8634,1.0473,1.9669,0.1099,2.0357,7.478,-0.0403,3.3288
1116.0543,0.1145,0.8628,0.8268,-0.1085,-0.2818,0.3009,3.9313,-2.2875,-3.708,-4.5419
1078.1636,-0.107,-1.2325,-1.7472,1.9422,0.4573,-0.3644,-2.139,1.0399,1.5196,6.6788
1220.2932,-1.1808,2.4126,0.7154,1.1143,-0.0193,0.1615,-3.2891,-3.4016,8.0928,-3.0033
922.7084,-1.3958,-0.5247,-0.724,0.5913,1.2961,-0.9176,6.5744,-2.5474,2.8767,4.1866
933.1031,-1.6611,0.6814,-2.0634,0.5033,0.7547,-0.6469,8.1697,7.2921,1.8975,8.3417
940.6674,-1.237,0.2275,0.5219,-1.3205,-1.6075,-0.5995,5.6441,-12.2544,-1.3697,2.5433
848.7944,-1.2931,-0.7069,0.4506,0.5724,1.6495,-0.9176,0.3444,7.4554,-7.0589,-8.2104
1199.763,0.3128,0.6586,1.3978,0.5738,0.9954,0.439,-3.85,2.2657,-1.5052,-4.8861
1238.2577,0.4168,0.9642,-0.0231,1.1671,-1.7292,0.5333,-4.4988,-4.0822,5.2842,6.5526
1023.3429,-1.5315,-1.1878,-0.2053,1.1503,0.5344,-1.1914,2.2165,-5.2855,-7.6296,-1.6972
839.0589,-1.3016,0.3099,-0.1249,-1.853,-0.4146,-0.4679,2.7148,7.3868,-3.474,0.9476
1022.267,0.7834,-1.7258,-0.5975,-0.2515,1.1941,-0.0953,6.9349,-5.7087,1.0934,3.3297
880.0398,1.0948,-0.8258,-0.5266,-0.806,1.9334,0.3809,3.4155,-5.51,-3.8926,3.4701
913.5058,1.0074,-0.4179,0.1847,-1.2549,-1.0709,0.4413,-7.0698,7.598,-3.7731,0.1135
861.9951,-0.5924,0.9262,0.0485,-0.864,-1.3986,-0.1012,5.4618,2.2557,-2.6051,-1.694
999.4509,0.8525,-1.0702,1.4521,-1.2292,-0.8963,0.0492,-4.2319,-4.4703,-7.3987,-0.7715
1014.7873,0.4171,-0.3218,0.5711,-0.9846,1.9127,0.1868,-1.5277,-0.2417,-4.1134,6.2732
1086.0298,0.02,0.2128,3.3774,-0.3998,-0.1739,0.1349,1.9709,-3.7902,2.1675,2.0627
912.5201,-0.5043,-0.2158,-1.7654,-0.6078,1.4698,-0.319,9.8613,4.8818,-5.2087,-3.1268
1116.3069,-0.9274,0.0031,-0.6343,1.2884,0.2378,-0.451,14.9464,5.7865,-7.7576,4.9783
1133.817,-0.9896,-0.7905,0.0557,-0.1258,1.882,-0.6042,3.0853,4.0055,-3.6613,0.948
960.2863,2.9273,0.3583,-0.9215,-0.9944,-1.4935,1.512,-0.8029,-0.3156,3.1146,-3.5373
983.3508,-0.5914,2.3674,-1.1145,1.5552,-1.2909,0.4692,2.0917,8.399,-0.4208,-3.7808
1158.1972,-0.1957,0.2402,-0.0515,1.0601,0.7899,-0.046,4.1574,0.968,-3.7122,-4.5668
1009.1345,0.1386,0.5189,-0.8683,-1.0861,0.0016,0.2032,-1.4537,-5.4946,-0.0633,0.2423
912.3064,-0.5259,-1.1533,0.4005,0.1778,-1.7939,-0.4991,9.0846,0.8919,-6.7753,5.4596
998.6483,0.6705,0.3267,-1.5538,-1.0719,0.6222,0.5158,1.3002,9.2914,2.3978,-2.9864
1083.9324,0.002,0.9541,-1.345,1.5329,2.202,0.3686,1.8156,-5.4299,1.5007,1.052
1201.9802,0.0796,1.5737,0.6963,0.7588,-1.4962,0.6425,3.2423,-2.7255,-2.2157,-1.9607
1216.2995,2.5988,1.3142,0.6938,-1.7241,-1.026,1.6958,2.6327,2.6895,4.9994,0.1663
1110.0839,-0.0366,2.943,0.018,-1.7378,2.3693,0.9328,4.6131,1.1259,-5.3361,-7.3084
1026.4568,-0.8915,-0.0629,-0.6507,0.0697,0.6581,-0.4957,-3.2678,-5.3068,7.1048,0.4903
1000.6283,0.6909,1.3182,0.139,-0.4448,-0.4433,0.7733,-2.6912,5.3207,0.8566,-1.0831
968.3018,1.0401,0.8913,-0.2278,-1.0189,-0.2904,0.7744,-5.2594,12.0443,-1.0803,3.5172
920.2697,-1.935,-0.22,-2.3675,-0.1494,0.1026,-1.0238,1.7745,0.6829,-0.487,1.7496
1142.7098,-1.1106,1.2461,0.9357,1.7523,-0.3427,-0.1219,3.6091,-4.8918,-1.3141,-7.3995
1051.9346,-0.4365,0.1886,0.2952,1.0717,-1.0356,-0.2435,2.0194,-6.8637,6.7961,5.4683
896.3813,0.4969,0.9956,-1.1997,1.0698,-1.638,0.7563,7.8602,-0.4965,-4.8007,0.4295
957.3129,0.5009,0.2705,0.0993,-0.9776,-0.2389,0.231,0.2916,4.6118,-3.0572,0.4152
1017.6848,1.0877,-1.0455,0.2731,0.6916,-0.6245,0.1088,2.9933,3.1228,5.8716,-0.0144
1072.9975,-1.5566,-0.0469,1.5008,-0.4281,0.0768,-0.6766,-5.1239,-1.295,-3.4714,-1.5925
903.0668,-0.4162,-0.0455,-0.45,-1.1301,-0.5698,-0.1426,-1.7009,-2.6168,5.2532,-0.4282
1061.4862,1.0303,-0.3487,-0.259,0.2388,-0.3216,0.473,3.2333,-3.3841,8.9272,2.7599
959.8498,-1.8385,-0.429,-0.3678,0.8981,1.3,-0.9851,3.9625,5.1341,-0.9258,-10.5287
1108.965,0.7251,-0.9717,-0.6415,0.5162,-0.6267,0.0698,-1.5999,5.4313,3.9199,-1.7407
988.3988,-1.4213,-0.3842,-2.509,1.7523,2.586,-0.9157,-1.2636,-7.3096,-4.6307,-0.6615
930.2956,0.2935,-0.0366,-0.3267,0.2494,1.0902,0.1434,-7.7509,7.2011,3.7524,-0.6865
1123.0565,0.0945,-1.3324,2.6669,1.8061,-1.465,-0.4202,-1.6445,2.2019,-0.7572,4.9685
1025.3392,1.7829,1.7449,-2.379,-0.2473,0.2172,1.5124,4.0652,6.5332,2.8337,-5.0359
1027.9796,1.7549,0.3175,0.2253,0.0184,-0.0934,0.958,2.8818,-7.24,-2.9063,-4.0043
1036.6754,-0.3438,-0.7067,-0.4995,0.1215,-0.0702,-0.4664,2.3057,-7.1162,-9.0469,-2.1275
970.7281,0.1019,0.4385,-1.2391,1.549,0.6729,0.1503,-0.4939,-0.153,1.9427,-4.3617
959.1996,-1.9047,-0.2364,-1.2277,1.4444,-1.1032,-0.982,-0.6824,3.3345,-10.737,-1.5516
959.8643,0.9141,0.0064,1.6159,-0.987,-2.0446,0.4026,-2.6653,8.4028,-0.7985,4.9101
996.9497,0.8155,-0.327,-0.1832,-0.0481,0.4962,0.2274,3.488,2.9951,6.6411,-4.7577
1004.3093,1.8862,-1.4154,0.2576,0.1746,-0.3427,0.5429,2.1043,-2.0157,1.3635,1.9778
871.3073,1.2551,-0.9512,-1.2681,-0.4977,-1.0069,0.3667,2.3995,-5.084,8.2477,-9.0737
997.7811,1.2637,-1.9123,0.5435,-0.8463,-1.3683,0.0075,-2.1485,8.1373,5.2313,-1.8953
1256.0192,0.1017,-0.033,-0.3128,1.498,-0.1724,-0.0061,-11.1837,-4.1088,-2.699,-0.3696
1012.2045,-1.0402,0.1135,1.4488,0.6988,0.9199,-0.4629,5.4174,9.1613,-0.4796,7.7801
1219.5544,1.2172,-0.2389,0.9983,1.5213,-0.3918,0.3921,-2.9063,-2.3443,-0.5592,0.2414
802.3245,0.2413,0.4149,0.3863,-1.151,0.0435,0.1044,-3.7979,8.511,-8.2075,-13.5358
936.4806,-0.6466,-0.1279,1.6871,-1.0815,-1.6064,-0.4335,3.9926,3.5981,-6.1242,-10.7508
862.2772,-0.4965,-0.3919,0.2678,-1.1535,-1.0274,-0.3872,-1.5829,-1.0582,-1.8756,0.8147
1017.7206,0.2241,0.5193,0.0977,0.0126,-0.1088,0.2989,5.1984,-2.1953,-10.5823,3.759
967.7465,-0.8783,-1.3569,0.4807,0.0999,0.5519,-0.6987,2.971,-1.0243,-0.5239,-0.0595
895.9176,-2.2029,1.617,0.2469,-0.2206,1.1434,-0.5306,3.5875,2.3264,-3.2157,1.09
1206.9966,0.0139,1.849,0.1981,-0.0241,-0.2689,0.5457,-6.707,-0.7207,-8.3053,8.3847
1113.196,0.682,-0.2177,0.3242,-0.3103,0.8254,0.2738,6.16,-2.1555,2.0421,-1.3925
1108.7512,1.3925,-0.6462,0.2887,-0.25,-1.1936,0.4021,1.1799,0.091,2.9087,5.4751
1052.2408,1.8979,0.2722,1.0852,-0.1138,0.5481,1.0288,-1.6498,-0.9466,1.0192,-8.9025
1070.1629,-0.323,-0.6057,-0.4214,-0.3672,-1.181,-0.3721,0.782,-11.7954,-2.4809,-2.4134
1093.0533,2.4599,-1.4767,-0.8643,0.7815,-0.5321,0.8192,-9.4364,1.9023,3.3353,-10.1591
1022.2077,-0.0196,0.1054,0.2239,0.5525,-0.6014,-0.0609,1.9406,-4.5788,3.8416,-2.9672
1014.0657,-1.2947,0.7717,-0.4677,1.1608,1.1488,-0.3639,-5.5902,-7.5064,0.4173,-0.5937
1091.6446,0.3427,-0.2412,0.5698,0.4568,-1.2515,0.2523,-6.7285,-6.993,-3.0058,0.4884
982.4721,0.6713,0.3286,-0.6275,0.746,0.7832,0.4234,-7.9492,-9.5383,1.2573,1.718
1158.1577,-0.3689,0.2187,-0.918,0.2138,-0.2006,-0.0787,5.2184,-6.4097,4.0224,-3.5973
988.5521,1.4196,-0.3583,-1.8665,-0.6004,0.7442,0.6713,-3.2198,-3.7263,-1.6618,-1.6006
1209.8887,-1.3776,-0.7096,1.0214,-0.5648,-0.217,-0.9418,8.0265,9.4578,10.9227,-5.0605
994.4151,-0.8002,-1.7582,-0.3816,-0.5527,-0.9722,-0.9052,-2.5923,-2.5498,-4.3676,8.2503
1022.4296,0.5709,-2.192,0.5705,-0.8144,0.6816,-0.3709,-8.2717,0.9029,0.2264,-0.9126
1077.0327,0.2167,0.168,-0.2189,-0.3034,0.5008,0.1685,-5.5797,1.1239,-4,-1.702
959.1412,1.52,1.1037,0.7598,-2.1358,-0.0634,1.0138,6.8833,1.1381,0.7829,9.0283
948.7845,-0.0185,0.3109,0.3227,-0.2887,0.8577,0.0865,-0.6456,-0.5472,-9.7136,-6.2302
1187.0191,2.3193,1.0913,0.192,0.3933,-1.0923,1.5369,-2.6499,-6.2929,-2.5885,-4.4148
1169.2131,2.4034,-0.1907,0.2011,-0.0576,0.8701,1.2896,0.7204,7.7503,-5.0956,-5.3307
971.2713,-0.4323,-0.9259,-1.1695,1.2727,-0.1437,-0.398,1.7318,8.8709,0.7524,-0.3076
918.8723,-1.2629,0.6972,0.1072,-1.2295,-1.1566,-0.2069,6.1244,-7.1321,5.1277,3.3746
1084.6776,-0.057,-0.686,0.3418,1.184,0.1071,-0.3111,6.9347,-5.4653,2.617,4.3863
1188.7955,1.1017,-0.8023,-1.6063,0.492,-0.8031,0.3974,-2.3346,-2.1309,-11.0138,15.5819
1224.4448,0.6821,0.4914,-0.2225,0.1262,0.1955,0.5068,-6.6086,-4.9215,7.6781,-10.8112
978.169,-0.8052,0.3954,-2.1697,1.0768,-0.5893,-0.065,-2.8849,2.0712,3.1538,3.9004
1077.3747,1.3138,0.3421,-0.868,-0.0155,-1.5256,0.6787,1.315,-4.7955,-3.6182,-1.9305
975.0608,-0.5555,-1.3717,-1.2021,0.2044,-0.2885,-0.7732,-5.0527,10.0415,-0.0711,-1.1971
865.3948,0.4413,0.0125,0.229,-0.7332,-1.6686,0.1645,-4.5688,7.0115,1.6529,-3.2717
1132.8256,-2.5303,-1.9793,1.101,-0.286,-1.0727,-2.0713,2.2407,1.3021,-4.2536,-2.4698
1097.2068,0.4521,1.8884,0.0292,-0.356,0.6976,0.74,-0.1912,4.2988,-0.3133,8.7306
918.955,2.3378,-0.5879,0.5342,-0.8608,-1.1334,0.9166,0.6033,5.8794,-1.9745,3.3161
972.3811,-0.1005,-1.0402,0.4106,-0.0574,-1.8211,-0.3473,-3.6632,-3.4174,-1.4375,0.4862
866.9786,-0.9365,-0.6373,0.2922,-0.6678,-2.087,-0.6253,-0.7631,-4.6657,-4.3411,6.724
1023.6779,-0.6672,-0.4536,1.0961,-0.733,-0.8873,-0.2821,-4.0259,1.1625,-5.9018,-7.2064
831.2006,-0.9103,-0.949,-0.3756,0.6952,-2.3505,-0.6448,4.1705,5.981,0.6026,-7.5175
979.8813,-1.1889,1.0296,0.1756,0.4418,0.9538,-0.3433,5.0035,2.8671,2.1071,-11.8122
941.7823,-0.0383,-2.3961,1.1068,0.8188,-0.4806,-0.8278,-9.2092,-9.7599,0.5936,-4.6545
981.7359,0.7762,1.7649,1.2372,-0.4839,0.0912,0.9668,-4.3227,-3.2259,5.6024,-0.9721
1185.3654,-0.2487,0.3074,0.491,1.6073,0.8605,-0.1641,-7.6653,-0.9529,1.9043,0.3472
865.0275,-0.3899,-0.6065,-0.0966,0.1581,-0.4591,-0.1938,-3.3032,-1.0729,-4.4155,-0.4077
1173.1591,-2.2186,0.6083,1.4955,2.4188,-0.1746,-0.8089,-0.8803,11.2229,5.0479,-7.245
870.8508,0.1525,-0.0757,2.2143,-1.5515,-0.6584,0.0066,-6.3214,-7.5244,-7.3648,4.4939
1128.9469,-2.0841,0.1413,-0.2874,1.7247,0.7682,-1.171,-5.3189,2.7433,-0.5771,1.7064
841.2785,1.3898,-0.5697,-1.0034,-1.3452,2.6379,0.6594,-4.9141,7.7474,-7.0263,3.2789
1052.9187,-0.1991,1.4152,0.3328,0.1848,-0.1453,0.3136,1.1675,11.7046,5.2531,-10.4518
1038.4075,0.0031,1.0965,0.9827,1.23,1.5345,0.4543,0.1086,-0.8996,5.2573,1.0977
667.098,-1.9645,0.4417,-0.0024,-1.4811,-0.8374,-1.0092,-3.2695,0.3503,2.6151,-7.3628
872.6604,-1.4705,1.2908,-0.7759,-1.2628,-1.1997,-0.408,1.1614,3.5477,6.143,-2.3964
940.0237,-0.951,0.5789,-0.5166,0.6959,1.5404,-0.3013,-2.9269,2.2328,-3.5761,1.9861
937.297,1.5374,-0.9396,-2.4875,1.4141,0.6181,0.4915,-2.2081,-0.1477,0.2132,-0.553
1012.4729,1.728,-0.7597,-1.2859,-0.4693,1.0596,0.5911,8.3505,1.6246,0.1383,-3.2197
1062.5836,-0.7271,0.7078,-0.0744,-0.2475,0.6324,-0.089,6.686,-11.6887,2.6642,0.6532
1041.367,-2.4388,0.8509,1.4227,-0.1343,0.3905,-1.0709,-6.3153,3.3071,-1.1589,-7.3923
1021.2662,-1.6077,0.9873,2.0236,0.1847,-0.3198,-0.5219,4.6481,0.7826,0.1648,4.9162
725.3128,0.087,0.3614,0.0918,-0.299,-0.0358,0.164,4.1328,0.4523,3.5264,-3.6462
1132.6566,-0.6514,1.3174,-0.3203,-0.4839,2.0753,0.121,-5.6853,9.5451,4.5788,7.3287
912.2548,-0.9062,1.3106,0.3137,0.142,-1.2566,0.0112,4.2469,-2.0855,-2.741,-2.9508
1034.6867,0.874,1.9836,0.183,0.0784,0.3866,0.9196,7.7583,-0.6561,-0.962,-2.765
1060.6538,-1.0904,-0.1313,-0.0986,1.4109,-0.2249,-0.738,-6.0101,9.3078,-4.8503,-3.6523
1142.8376,-0.3559,-1.0887,0.0683,1.6479,0.5629,-0.3768,-4.8517,-4.298,-13.6645,5.1611
1100.2451,-0.8392,0.3241,0.3313,-0.3092,-0.6769,-0.2892,5.183,-2.1389,1.9336,-2.5162
731.7853,-1.8362,0.1335,-1.1034,0.508,0.7081,-0.9529,1.0772,0.2216,1.7133,2.437
1099.0973,-0.3161,0.9317,0.4392,0.3143,-0.3127,0.2766,2.7566,3.4077,1.6245,-2.1612
888.8821,-1.7006,0.3418,-0.1945,-0.7347,-2.5208,-0.7362,1.9113,1.1878,-10.7248,-10.0937
1089.4101,-0.3391,0.5964,-0.1237,0.3701,-0.236,0.1273,1.9706,-5.7189,-1.4874,-2.43
1123.9433,0.2892,-0.0495,-0.6377,2.4553,-1.1227,0.1365,-7.4457,-2.2784,-10.5993,-5.7291
1061.0425,-0.4118,1.6957,-0.4545,0.1319,0.1567,0.5089,5.1599,-2.0132,5.5118,0.3448
787.7731,-2.1771,-0.7147,1.4289,0.1785,0.3217,-1.1274,6.1874,-0.218,-5.6118,-6.9472
1137.0665,0.3278,-0.3204,-0.8109,0.9525,-0.94,0.0429,-1.6314,2.6059,6.1795,6.3458
1155.1386,1.5134,-1.1417,-1.0242,0.6308,-0.7168,0.5114,-0.6954,0.2245,4.6076,-0.5381
936.3787,1.1186,-0.7459,-0.1793,0.013,0.7534,0.4001,-7.7998,-9.4946,-5.1146,-1.7443
883.7296,0.291,0.1072,-0.5139,-0.507,-0.1753,0.3145,2.424,5.719,-5.1596,3.6399
1052.9168,1.0302,-0.6305,-0.4048,-0.38,-0.7801,0.2295,3.099,1.9981,1.2915,4.2604
1097.2724,-0.0827,0.9475,0.3591,1.1362,-0.6184,0.3115,-0.6903,6.1278,-4.0676,-2.1728
1214.4471,-0.7718,0.9938,0.2275,1.6095,-0.8524,0.0181,5.1623,2.6964,0.0382,-3.2235
978.3926,-0.9551,0.4847,2.0625,0.4236,-0.6435,-0.508,-1.4126,6.5366,-2.8178,-9.2046
954.0108,0.067,-0.0214,-1.5625,0.5159,-2.4242,-0.0912,2.3865,3.2168,-9.1871,-2.6934
855.497,0.8869,-0.1275,-2.6042,-0.4208,-1.4512,0.2013,-5.4114,6.719,-10.7887,-4.3385
1016.6712,-0.9561,0.0219,-1.4073,2.3176,0.81,-0.4984,-1.0085,1.8864,1.259,0.5893
1069.357,-1.0537,-0.2235,0.9503,-1.0678,-0.0194,-0.5221,-0.4197,-0.7928,-4.4241,-0.9258
1067.2702,-0.1152,0.4873,0.5409,-0.3849,-0.8793,0.2388,1.3335,11.7108,-1.9186,3.3145
750.5297,0.0341,-0.3791,0.2338,-0.77,-0.5817,-0.0893,-1.5416,3.4304,2.2554,-3.7142
1262.2878,0.185,0.3624,-0.8632,2.4016,0.1822,0.3641,-1.5753,3.7606,5.1873,-1.5122
931.8812,-2.0653,0.3144,-0.2832,2.1216,0.7298,-1.0763,3.5979,-7.3125,-0.6759,5.963
1241.5375,0.256,0.1958,1.6655,0.9827,0.4083,0.0164,-2.0964,-8.1441,-1.2304,2.7383
1162.0946,1.227,-0.9667,1.2446,-1.5806,0.1029,0.318,-7.2363,-0.8505,2.9425,1.3733
1164.3249,-0.6882,-0.9914,0.9818,2.2524,-0.639,-0.6031,8.3348,-0.5955,-5.7749,-1.3677
1014.9484,0.769,0.5881,-0.0051,-0.5274,0.9459,0.5577,7.1818,-1.997,0.8179,-3.797
1173.7631,-0.1081,-0.0162,0.6853,1.1121,0.3974,-0.2657,-6.6398,-0.0425,1.3566,-4.5336
1226.8073,0.5056,-1.577,2.2714,1.4891,-0.074,-0.2292,3.3264,7.8675,2.0152,-0.7325
960.4457,0.8482,-1.1756,0.5523,-1.2325,0.5972,-0.059,-1.9947,2.5287,-11.0509,4.2415
1080.4007,1.8961,0.0586,-1.1095,-1.3608,-0.3199,1.0326,1.4387,-4.3142,-3.8277,-0.7906
1287.3382,0.5766,-0.2751,3.0789,0.3113,-1.5152,0.2424,1.9407,0.8093,-4.6404,-5.1039
1025.2911,0.3735,-2.3784,-0.591,1.4554,0.3654,-0.6208,-1.6682,-4.064,-1.5501,8.1863
918.4182,-0.5125,-0.5388,-0.3472,-0.8015,0.2562,-0.4693,-3.624,-0.7452,1.9058,0.8281
827.4358,1.0715,0.2495,-1.9656,-1.5065,2.4922,0.5047,-3.3917,-2.3432,7.6001,-7.3525
1015.8479,0.1764,0.2006,-0.8276,-0.367,-1.0158,0.1421,-4.6055,-2.3265,-1.7817,-1.7804
1029.0331,-0.8988,0.1059,-0.1891,-1.3303,1.9764,-0.3221,-3.6276,-7.8399,-2.3835,2.1716
730.8407,-0.2645,-1.6076,0.6354,-2.0039,-0.7691,-0.7131,0.4164,-1.5782,5.5545,9.3524
1011.7701,1.0417,-1.818,-0.1295,0.5835,-0.0945,0.0259,-3.5196,-2.3834,2.7623,-6.4044
1086.7647,0.7814,-0.1735,1.0455,0.0524,-0.6258,0.2856,3.6602,-14.4173,5.606,5.658
1063.3742,-1.0056,1.3932,-0.5376,0.3602,0.8728,-0.1641,7.0446,9.2987,1.1432,6.918
986.0663,0.2684,-1.1069,-0.8282,0.251,-0.5472,-0.2086,-3.0659,4.1925,-6.0242,-3.5743
1098.856,-0.4576,2.0932,1.5091,0.1857,1.1594,0.2956,1.4813,-0.9084,-6.4624,-2.1667
1014.7644,0.4693,0.6791,0.7568,-1.5356,-0.3294,0.383,3.2394,0.826,-7.4414,-4.8465
1230.982,1.419,0.7094,0.7298,0.2934,-0.6312,0.8026,2.4853,-5.2588,2.5004,-0.6316
1082.1128,0.6255,-0.8184,-0.5924,0.8852,0.4999,0.2637,-0.0181,7.0793,3.843,0.1847
1310.6209,0.013,-0.8895,-0.2647,1.4535,-0.0771,-0.2568,3.102,9.8276,10.074,3.5749
910.9527,0.8407,-0.6749,-1.2926,0.2078,1.9916,0.1479,2.0695,-0.0486,4.0685,4.9008
868.6234,-1.3645,-0.386,0.8097,-0.9283,0.2496,-0.7766,-5.833,2.6769,5.6084,-3.9248
919.7707,-0.4578,0.858,-0.3706,-0.1594,-2.0185,0.0172,4.2614,1.0215,-3.0221,-9.0434
929.377,1.0525,1.6642,0.2473,-1.8429,-0.4906,1.0034,5.0976,-6.9664,-7.4869,-1.2271
