m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,reachable
93.22874153,22.57002773,77.31867654,69.35263841,9.255460809,79.06303154,53.28306431,31.17756669,98.27051497,13.36329598,48.10462435,51.14133166,87.08293886,51.37134251,22.17203406,39.05144314,58.46507431,94.15420384,53.55934823,29.83506568,1
78.69902315,38.3506704,80.67064865,86.9712823,22.78225052,84.41657064,56.64765116,20.00899902,83.35498358,42.61294591,82.07708141,59.86177876,128.2755274,39.19514867,30.12736273,54.63521477,51.0780079,112.12316,84.1111174,70.04906924,0
22.47035653,29.54591741,32.96561129,23.86930244,59.26088462,25.01532073,41.6024232,86.05881396,72.07479669,38.90554282,12.84011897,12.98312084,33.51986098,56.75119668,36.3360486,28.52756301,29.0538709,65.70744431,30.39229953,48.88864844,1
51.55948123,9.049213373,61.95810212,40.5072555,19.48790781,51.40512857,34.91893407,43.73529187,73.31675295,22.42478084,33.27537309,27.57039023,75.80545873,52.33362509,9.526661025,7.602907872,25.60300179,59.72380505,33.01476251,46.75592302,1
61.67549822,14.67666531,67.0263662,65.64315131,18.05834543,44.78134882,27.43478035,41.72073393,72.95511128,8.027139288,48.12692061,39.98259437,79.87117734,44.32441175,21.39906403,22.11396082,34.97221994,77.83824852,33.83727477,22.36624495,1
63.71915082,30.35184917,58.79664058,60.01957929,27.81895105,40.44884551,53.98559496,27.61152748,65.80205612,41.76619178,51.79256431,66.12921506,76.63073539,26.07052375,15.07227304,12.80435237,19.5304672,59.66326288,68.6494198,67.36546853,1
42.39082501,76.16756773,21.64726725,36.45429322,65.80178309,27.77900583,90.23551845,81.15334151,22.44094881,84.54687539,52.33588917,65.58648906,67.78614288,64.24214114,68.38673117,65.59906808,35.55814211,13.99419133,78.83283619,113.0960714,0
11.17502809,66.80493538,16.50451311,30.42075722,92.63191341,20.86977197,77.95840279,100.6596564,76.29100417,66.29540711,40.3751448,47.57202348,31.55985189,81.18236325,71.45536514,53.39010344,40.35443833,72.19573974,48.59868766,61.15031593,0
43.73278695,33.21603639,52.55879098,63.3398519,36.81322591,45.67234695,21.19123836,66.62016877,110.888408,38.74097182,24.12995636,18.60850698,39.38930484,80.54582617,48.73828869,38.703731,54.27972366,84.19166149,12.13341592,19.49784756,0
77.35047252,58.78299294,79.76489901,87.31889627,38.1049892,90.67619768,88.54725239,6.000887183,84.81954209,34.41612975,88.71747168,84.69915229,94.21390915,29.74274819,32.63079782,46.75300814,53.70493781,75.72525398,101.8998938,63.2754672,0
70.43639402,39.31692179,82.99075817,85.30058979,27.37303537,70.73603622,20.84700717,71.29957119,90.78734462,25.05615269,67.66241429,51.96237372,87.9859104,68.07531595,51.10403448,46.43180282,85.45415635,83.89937969,38.10268011,14.44161861,0
53.29465754,3.270032423,63.83214711,42.61650479,18.72703858,40.71466409,25.17499738,46.183658,67.65046915,19.25791835,33.70709114,25.49651253,50.45064352,61.06878878,19.06133665,24.0606715,34.09189777,96.04858483,22.66317301,29.89247976,1
49.99064152,44.10362807,52.22078009,29.6939828,50.9092912,42.47810427,94.41574958,48.3592708,30.38930091,52.88746877,70.57306834,48.41180359,84.55704447,19.94070201,32.25168139,24.97363687,12.72274994,50.84597565,53.74165343,54.73054165,1
61.45871817,41.79049161,55.81808208,63.80515654,28.81680329,79.94770155,67.62924715,20.46536441,59.46264382,52.02713434,57.69274949,88.24630072,76.77479058,11.00678017,34.32804884,37.01619029,31.88491241,76.22278876,67.52898543,74.12097784,0
16.69424772,71.70340869,6.444007209,13.98228083,91.87597471,14.56431568,99.98993132,77.75189684,38.1026867,68.14535621,37.46853228,40.37984853,52.97405988,55.46662509,53.41073738,38.2018567,27.9116467,44.43239047,69.1266505,82.53241727,1
12.01268172,47.66729797,17.22020492,3.347577526,51.49471519,7.795233902,64.32202354,69.93966244,41.37097556,45.86491483,37.81378234,39.61145163,56.33958791,50.80919132,48.95680084,32.97054385,27.41830808,40.23916702,47.50579557,81.17238051,1
43.80335675,42.01288417,54.90850792,54.1410413,55.53611361,56.12776692,28.30628545,91.18717466,93.83572264,52.00358238,20.24034553,8.740850003,28.30158806,68.68805019,58.55389015,38.14355964,57.74237557,88.68577058,2.684061764,34.47004975,1
68.46564134,45.1857607,65.00358647,49.49962973,57.96344778,47.4722606,108.0008345,37.68480678,29.67609055,58.31223919,71.77013174,64.66500978,91.13643191,14.50858251,51.56984761,44.96754062,23.00049166,41.77625173,65.75349734,74.24159308,0
25.67077396,20.35398939,24.71949902,23.8512904,37.38295253,24.83838382,59.43027367,51.44177923,53.17977602,48.86450074,21.8887871,26.10227214,36.96888071,41.80055307,28.38044343,20.50453317,24.72899858,57.00698647,38.85646327,49.73713331,1
51.11606733,62.3877494,49.53137607,26.88660434,55.39317312,35.85306859,107.196218,63.17363637,21.09115311,61.60926688,76.72167874,59.29229857,96.25779575,26.02248946,35.11694632,36.99747127,20.20317577,31.7516411,80.51973609,86.30938212,0
32.24480699,38.55683316,27.76733893,22.82154534,43.09401248,35.29375646,64.78624653,58.07618739,26.70049614,60.03078123,43.62918451,50.97092039,60.92288606,43.48383781,30.22221603,22.49341563,3.206059328,33.01185191,52.44881018,77.25306343,1
40.28082636,20.06742246,54.64431037,39.00601644,37.38636396,34.24486688,29.77998129,57.85548794,83.6059985,39.38002359,13.73667796,5.630157312,43.35649299,66.23129451,42.42724474,28.45601196,37.77498473,70.33474344,13.2229808,28.06425522,1
22.76885787,26.20936895,37.49964974,25.77399616,54.79080143,22.73655971,54.00224795,60.90140377,50.68170033,44.98244059,22.26760289,15.47963101,51.28973476,48.83614645,35.60225868,30.25940636,24.03857476,56.62625088,34.88827118,39.00822253,1
58.75860441,2.733370864,50.04642173,46.04240689,19.37855069,48.58650524,27.84804297,42.50648205,70.33879394,16.96602369,28.01918384,28.25545981,61.76627206,53.96880855,20.82671741,24.45207197,38.91593777,88.09409913,24.13069945,32.12549665,1
62.76815777,11.45061977,57.40484604,35.55823861,12.81352304,38.73588739,54.31033492,47.09091003,49.01740085,18.41858264,50.61471058,38.38944822,57.48394631,44.52073381,3.584236253,14.9283045,37.74821566,57.36319249,49.45494768,34.62832197,1
62.11751124,36.41662315,51.63060548,53.4382969,37.30622816,53.59758716,24.05728997,79.00199728,107.9558122,31.75023147,24.41827286,18.5318257,39.84444096,70.81951198,51.32131485,42.65954277,76.14015477,121.7124544,6.575132963,26.508081,0
65.4313342,11.24671983,60.40754044,60.74478037,7.894476529,53.64085774,46.67499757,44.29813726,82.01852298,13.98547273,52.1184884,40.72512137,89.93935305,51.87586935,8.094291208,14.848692,37.03468015,93.74699923,39.90191159,43.29170742,1
10.17214007,63.76660353,7.31605168,11.72180459,66.31923093,12.27346997,96.13210267,95.69947709,42.8196155,80.47031923,38.39229002,38.79145191,42.68736215,72.96068578,50.10907237,42.78231802,36.64814114,43.29492457,50.56979772,83.13683677,1
11.90821787,43.95013543,7.230896771,8.499955597,76.50692663,13.11888751,74.37977867,80.5073852,47.06788621,72.48715233,34.44643831,52.23017134,43.10700943,52.89899106,49.00788813,39.81898271,29.63047879,43.83299233,60.79788131,80.18042984,1
55.65900002,22.75634342,77.05840778,60.39318653,12.81555095,54.71451839,50.89109304,25.51180126,52.65069228,27.53426487,65.35419798,64.69296003,90.00292867,27.82817326,14.89349871,18.57670606,29.24837354,60.65576766,64.36086096,39.18258539,1
74.18275984,53.47328601,61.017209,51.89993196,42.89751263,65.47187788,83.58742438,15.38404139,56.94530849,56.86060523,92.20968132,75.23491602,97.47112721,11.12616403,45.87688827,39.25775609,32.07772201,60.77592351,69.02672057,89.80000925,0
29.33378816,50.0654024,27.04267546,38.47683563,76.71141709,39.54887602,71.20412872,94.94212687,72.30457395,98.84153347,36.03176921,48.31279319,13.25243863,99.23227715,79.96711674,76.46072854,65.52474838,65.74289431,38.27651839,85.86985734,0
58.88128098,45.9694658,60.50604585,64.52665855,37.78125339,60.30579311,87.93502419,17.59382323,60.23413089,39.75058301,64.95505723,61.7441684,99.00137159,18.11439238,27.910325,38.70820224,35.74730086,84.62687208,84.59438151,56.80907795,0
87.77174854,36.87717065,89.0411865,89.43902755,18.2509357,69.01964282,48.5946675,28.01451065,110.5786354,21.46325179,58.04142184,50.77959996,101.2469854,47.15429018,36.94132045,40.23436392,68.16186684,106.2024173,78.86747504,45.70137623,0
40.93350482,34.01859326,39.25411499,47.20968116,52.88241284,36.12009355,36.22080966,110.6642089,93.6366643,59.74467282,7.33125778,9.167328526,26.76921208,61.85485845,64.04427185,40.18975377,47.36764352,103.3796447,13.72572451,48.68415272,1
26.92473305,49.81257416,23.58172203,22.79957499,64.73785284,28.43389921,96.91739784,69.14447241,26.92223604,64.47883411,63.71879591,75.22363042,63.94574593,64.15885399,53.79348676,36.4626236,23.93503761,19.57121095,66.20799256,101.4263249,0
84.11823599,25.59308968,93.59629613,79.37992683,25.82948897,68.2642749,20.16113515,79.0439807,111.3281182,11.93248212,49.2822074,43.41173187,60.21355015,82.17143819,35.42531864,38.37041846,51.76476737,78.7670635,39.63617576,9.859614888,0
67.79971231,48.1458966,100.5306934,74.77778791,36.75114638,67.19870682,11.62511234,67.65938192,114.8627549,36.38030502,54.6497302,42.84158561,95.94243495,88.3863757,51.30675737,47.0208264,67.98002382,92.46427228,29.33984001,9.336213749,0
68.88688878,38.53587833,85.92786723,74.29174887,17.60749339,71.50503595,58.69327688,18.69455787,85.16874322,30.97629186,85.68160564,82.15092463,97.26031151,29.85862455,19.86657758,28.2107634,41.08839319,82.15163361,53.93285917,49.83370363,0
99.8378463,56.45743962,106.4495916,67.69927422,27.41994392,74.83725219,70.37302854,18.07704755,72.24169643,34.98514575,81.24546046,79.76240351,96.59800657,44.04570366,38.95959253,58.77367029,64.84037407,81.44753116,68.55499474,53.67991726,0
94.45482579,44.92939052,105.5034295,68.69305808,38.20460583,61.84909121,93.65715697,4.332999631,66.93557691,46.40397347,75.72604173,61.99411996,113.4855923,31.9789026,43.09867814,33.95429907,45.05028223,99.83052296,87.50717886,77.35038207,0
32.34170795,48.94213791,27.58505751,23.73311399,68.62300138,33.69124086,66.18712828,71.55781445,20.92417657,56.38133496,47.15485343,58.59682521,63.84457093,38.20132275,39.21466981,35.20231172,14.09838447,27.03082398,56.77327122,92.26564549,1
31.45469808,15.78779367,42.05900233,37.64891583,43.71946501,23.74586728,49.22745348,85.21856274,67.09990506,44.40424224,12.9555596,17.39871284,50.44592211,56.99036589,36.98053078,28.84243708,36.59756334,84.76398686,22.89767455,46.62000458,1
47.42553829,37.6677986,68.66176391,38.41875396,65.87091083,49.61754823,28.84857738,70.99160612,101.1517956,48.11084947,17.96994524,11.85542618,29.17617544,87.48431477,58.5958509,44.89339128,51.11145003,75.52253844,7.648184581,41.69787455,1
63.32409062,67.20764591,41.08635461,43.71275763,61.40691517,52.0370366,82.656654,79.00707898,4.801501899,90.97020159,96.75009921,84.56226171,70.59609912,43.75456851,54.77821448,62.44693809,31.45356672,12.15529387,81.40038813,87.26548115,0
89.20121192,34.44602595,85.04516732,69.26420249,27.12872417,71.87559965,20.00191004,56.92278682,108.479842,12.11590026,47.69561413,42.19782947,83.9021378,62.97826139,42.61690022,42.46680235,72.48596264,123.3028018,38.23554766,16.69676507,0
26.11054221,43.19276385,32.66451815,22.75098414,69.6145462,24.90576912,44.9481067,69.79963984,68.19579864,46.29786309,8.91654665,13.902941,25.26888128,88.97133976,41.88668939,37.50582709,41.54532576,54.77548946,32.35012291,44.47330626,1
25.09416468,56.82103958,16.43817308,23.93665732,94.44203275,31.00452313,114.7209693,68.88925723,28.16121893,100.6168257,68.69582124,63.37310866,67.97722677,59.77704104,57.26635992,54.99684372,36.8553192,25.55444532,91.78259719,114.8509641,0
85.17999356,28.86494758,67.39565442,66.53399981,4.530281804,81.7417623,54.13822557,29.08617345,68.47090531,13.92088806,60.94414912,58.1937363,74.84764829,54.10848427,14.3315976,30.83039796,52.54345525,84.506164,66.12953786,30.71214857,1
52.95598187,15.36388082,61.26880287,41.57630002,9.139454705,44.84508447,46.38923887,41.78690566,92.4058361,9.535476313,48.38752544,32.94237469,61.92750113,38.89321353,12.42131916,20.5773591,39.32890571,81.76103242,48.17484166,27.36631152,1
71.41714654,57.67718244,79.92583965,59.22531456,37.14141481,61.86937511,89.96861447,24.2771374,64.06848435,43.00031855,92.3203663,65.72495654,115.7092081,10.4205868,29.5769581,37.86477067,37.45737097,78.17313942,64.57845749,76.62422198,0
47.19261378,51.43399695,49.18880366,46.67758358,54.19855323,49.57796675,105.077722,80.33035179,4.983478569,89.80295471,65.67951275,78.57059423,73.34404044,37.24456149,57.34370923,41.01164572,25.61815559,13.1108701,72.78823937,76.48614095,0
98.87596748,30.26542393,69.28823658,64.24629415,18.28836368,58.32424157,27.07004615,66.29313758,95.53083479,10.1796785,64.50256128,41.70751237,69.29933111,54.2582202,42.73937182,37.82974826,47.72472858,84.9930407,47.58422053,24.78464638,0
73.89371781,27.13353418,75.18640844,81.6986574,28.01796946,69.10166126,10.88980214,75.64598443,81.23186552,24.51093497,39.05595108,42.27485453,92.09337668,78.19436175,46.78908271,51.32653271,50.09810332,101.8856439,42.21657387,5.580920769,0
58.83030276,50.67547536,76.14566683,49.45309374,36.95776161,64.32829504,86.41924615,25.53742864,42.61219707,45.575521,70.11925403,91.8100877,97.88653301,4.529010052,25.43825653,38.95837823,31.48702743,58.43074549,80.48731351,80.13355955,0
16.08391164,40.63875277,17.27110115,4.853700355,57.55184072,7.69155205,55.22017282,71.70775456,54.84820548,43.33488868,25.00910494,36.65007248,37.26368348,65.38367104,40.31239427,25.49058368,34.51994134,50.97596287,44.5885634,49.99982804,1
24.11786042,51.33917699,22.98181754,33.18842661,75.17794724,23.45881122,76.77620308,100.801079,76.78518343,65.47370513,32.15062336,43.09013167,19.54041821,84.25147983,58.10962134,65.74944855,61.36257422,74.74127532,51.80399124,70.2944889,0
22.23441234,59.29316601,22.55361062,32.83988606,83.03904942,17.96403671,87.56494477,80.02812142,84.40392866,73.55269076,32.6238847,29.54536642,14.5732912,90.01980996,50.34532521,61.6298466,64.77972248,57.4128915,44.30230972,60.6564848,0
46.27855577,6.451249782,52.81944728,43.35580897,22.6960752,39.74655684,35.7481638,56.88376847,51.06596046,26.34899632,21.2713914,23.35965493,57.96268463,66.27791548,17.4723885,16.9830131,37.90994409,67.52718221,33.97865071,40.10952692,1
17.63678392,34.23836946,19.61277601,16.27339427,63.70167179,15.1758933,54.46973917,99.64136442,46.07366986,46.17674128,20.64954601,18.37859247,41.43769901,65.55523871,49.37673777,37.47853895,28.57060351,53.56572731,37.70181618,47.96409188,1
98.11115062,39.01771536,94.03943515,86.87363181,9.046729112,65.6862055,41.2296413,37.02241072,95.07506346,17.10540526,69.95886839,52.96050953,107.2863669,48.12682115,29.03438288,32.42213455,57.84916521,106.7713524,53.7395079,40.56553921,1
41.77798201,33.28651186,30.82305294,26.43364166,40.04749303,25.6010471,79.66838948,65.42531165,44.52507241,39.70947569,38.05983254,37.55872882,80.13167292,34.15636886,23.92997319,12.96217692,6.250887929,42.03588047,41.66524959,59.83628763,1
97.86395664,34.82493986,78.83544638,86.85155138,19.41223047,70.75351517,30.91613462,58.06079475,85.05820563,21.2196106,70.13178469,55.16385554,76.76794115,68.4062697,36.41603785,52.40316247,61.41649097,129.0237152,51.37781069,24.39457535,0
54.48061653,45.73911617,38.21229707,42.25430914,59.82674813,39.77923243,73.88071988,51.36465482,9.422336132,79.03127205,71.54695529,81.56639408,67.97512822,34.42167431,58.31641901,38.23080686,22.66076316,23.31668966,64.15590456,106.5226239,0
42.60236075,76.29196405,49.6302443,42.258661,59.79204393,33.33279558,81.88737647,84.24767396,7.395530678,67.4118079,75.47255395,62.66426721,94.26675292,36.54563365,43.34387853,43.34821826,30.19628771,17.05125421,84.0144627,74.03097711,0
51.06417001,40.46720433,72.46468597,69.88874193,44.09254618,65.15723954,86.77640184,27.6190308,48.11790198,47.70017962,76.14541585,57.62180574,110.78244,5.156807844,43.08810523,29.57901558,30.6687682,57.83842207,71.69946271,67.82067408,1
36.13721997,53.97249389,31.58834874,32.98444733,76.30928955,30.90039043,76.58459996,96.41336037,20.21197473,101.1391425,67.27591354,66.94127049,73.44307924,59.28625443,50.18206894,43.69087113,35.4151974,16.40117178,70.13152886,93.51537048,0
14.11110338,38.27944989,23.66013915,6.834612377,52.75876118,11.63561894,72.56723613,71.77827523,35.43129063,66.40582082,27.10009142,32.16446421,54.03981515,48.4712643,34.07412369,30.76791222,23.83671334,51.62349084,41.70724474,71.41914723,1
50.1573081,61.65274265,44.96864247,33.79789481,64.53619596,38.04520556,111.377132,61.9567745,11.89932831,91.19209578,87.34849396,74.94895208,96.11148804,37.17212942,39.74589269,35.13975007,20.79804829,27.45344384,89.25440777,76.15827811,0
10.59171794,49.62385541,14.9840975,23.79478717,65.24902094,17.4396569,96.87631331,82.46231459,44.36865077,72.78661708,36.15358421,53.7309438,36.62732109,73.03341582,65.08721637,52.93473917,41.0210057,62.97157795,56.97709412,64.32693467,0
95.77863681,50.70949496,92.46060163,51.43171601,26.7232575,77.01430191,62.78595425,12.69939842,51.47772427,39.66892897,68.93957233,88.19445662,100.4498662,18.14513009,27.08257673,35.7116823,35.49327839,61.46372166,77.68537653,66.48999091,0
66.68352402,30.4354341,98.89726578,65.70621361,21.87910497,93.8464425,35.55142608,58.48015447,115.325638,11.50091951,60.03622929,55.52062552,75.26516459,67.36837294,34.51272897,41.86945503,55.61121117,97.22205526,45.46459315,20.37913215,0
65.40454638,48.28923686,55.73815688,40.97836075,46.93673339,69.49768469,87.03207953,45.43721664,25.18880477,58.86029684,60.50274683,75.59330518,89.86178764,17.808019,49.74017401,40.23709348,27.85674685,36.43147028,69.9334063,95.58215906,0
86.93674636,19.48344828,70.42444093,60.34354112,1.658295532,48.58787487,36.25614297,29.74013977,73.70099532,8.881537028,44.92873751,38.44757345,86.3386874,42.30679051,17.14481319,32.97068765,40.96801174,83.09533262,38.90785826,40.31589367,1
83.08683843,32.44003735,66.01587351,68.79338394,18.36212529,60.04770068,44.61168009,57.86462012,87.42052136,13.70063549,68.50994664,67.19470248,78.70636825,65.71318414,24.22803077,43.71884937,63.39321735,87.36350389,52.52752846,26.26979608,1
59.89070093,12.58710212,61.65688976,59.94877615,8.637880325,45.76747161,50.88879968,34.06384994,60.49422493,13.98045056,35.86230141,40.79566154,58.18754005,50.64218527,7.941592721,18.14601065,38.40067288,78.05717347,45.88404085,39.10494458,1
31.99946556,18.78592441,32.24578897,33.62673058,31.07929872,27.94053943,48.84241654,69.6639472,66.45681418,31.18521113,29.38130156,28.87424371,63.97423979,54.64369522,23.1074649,9.626757201,19.70565139,51.04617533,42.95808969,38.94002193,1
8.034337447,50.70492407,17.02867015,9.661706349,61.59917811,6.313047197,78.54441311,99.32286512,53.35043044,68.64593218,28.02706836,31.11255967,38.40733832,64.59617303,43.87061927,41.00587524,28.80001683,60.70678174,39.69996595,52.80550064,1
51.54292625,15.65883439,60.94751372,52.29541629,7.535557159,50.33600608,35.37388751,47.07248878,73.14819911,13.19705097,37.45226314,50.11239122,93.19894977,49.3451345,7.396864792,15.33433533,33.5040818,84.59801341,52.32101915,35.47144647,1
8.991849673,46.16452129,6.618375939,12.90737205,74.93366088,11.01885791,92.59186847,92.11663302,37.48695457,89.36419299,35.27062932,59.44855079,42.82081258,67.86819406,58.40295736,39.18815081,35.48256248,36.35097483,73.5776884,74.43757984,1
38.77374548,6.833740777,48.2965347,40.31733038,21.19157192,39.10638945,36.52832875,37.57521001,56.97162973,22.99123027,34.94820994,31.93172662,60.98982979,49.62535106,6.970635401,12.65322966,34.27900758,76.39442978,45.31695648,34.92254556,1
67.41471881,57.25402324,78.73030976,65.87012369,45.00734581,67.36734323,103.7022641,40.19940627,36.65789022,71.18089997,75.98037998,81.62834889,110.5403425,5.686250809,34.30690136,35.72940086,26.78883696,59.93816219,71.83039879,85.52626205,1
109.7235774,46.30999134,101.8994455,61.6583681,23.85385679,65.60662821,56.76097426,8.455333623,67.08313648,39.17928152,93.36606145,96.70401964,102.2970441,27.81416498,34.03068938,47.07197583,62.44382996,98.00168904,93.7478897,78.08757258,0
12.72010063,43.29979185,7.109544466,15.90836964,88.5076295,16.38476829,68.87187404,89.49053315,37.31025939,60.05609533,55.90921095,50.69362418,61.38872048,65.64377528,68.74133634,36.42090926,27.57380592,40.36267528,63.36932,70.99943242,1
34.44924431,8.140688149,48.60298073,32.88332321,24.64619308,35.80448154,45.8472129,59.00982455,52.29095471,22.42429671,38.83192581,29.78350185,58.56069048,52.48608911,15.29498116,11.14959343,23.03062266,77.82678665,31.03849309,44.60218064,1
74.80834414,46.7338323,74.94046985,67.66349568,43.72103031,63.23730752,22.57992656,79.92190843,105.4345649,28.45682304,69.51407355,58.1386492,87.25711823,81.95880295,47.79860943,44.4530683,91.8409403,123.5894915,53.17972855,14.03531283,0
59.86777012,42.26720886,57.03123163,60.30506046,19.87341793,79.96650896,71.74097823,18.78880455,70.65803786,33.31867067,79.32936956,61.13052423,108.0744818,24.6115549,19.78742215,20.97303675,35.19337393,85.43820123,75.50379735,41.83247275,1
87.05165529,26.73537968,77.89189708,78.10740451,30.21297985,78.25369314,23.83191968,61.57297311,104.5367357,19.85399631,55.10969668,49.55815544,74.74089656,72.18636619,39.63865234,39.2041556,73.44963692,128.347095,53.54926394,23.02931868,0
62.21603141,25.95264909,72.36049449,67.62270368,49.91949876,54.56879315,10.50244976,80.14122923,102.9351009,31.35233847,36.18078026,20.48448233,64.596118,77.99919233,44.75468202,46.57273615,67.10151382,121.5531134,18.88187723,12.77138751,0
30.13947339,42.67256642,27.63504692,26.34549715,38.94707684,22.68135491,78.7985102,51.08463713,36.66255822,42.3424018,56.80342596,53.18230289,72.4491608,45.85546899,35.9351814,19.16612991,7.728978678,38.70034107,49.32126922,52.28124653,1
100.3118911,39.93489443,103.6683926,84.52515436,28.31521295,90.30277853,24.07613129,57.66353516,105.6952287,24.37882704,55.7679713,53.64054003,72.26862092,76.38149531,43.55686655,43.77833176,84.76409114,97.47379705,55.34117707,19.57414121,0
58.23564413,17.13997024,86.53635383,69.82480301,18.14436151,48.0897287,22.53592961,60.02377161,101.1823804,8.133410118,40.22529364,34.74572504,82.62120802,78.42437861,28.95359273,37.71752955,67.84698482,115.7390413,37.08619125,15.96351189,1
2.512422055,58.94111357,8.707814333,11.43386767,78.2736548,6.887404845,91.74774133,88.83170838,64.23057501,58.18505442,36.96160872,40.46625098,39.66685646,62.72289237,52.84837525,55.85010223,40.73864377,60.758399,41.77572153,88.91382469,0
56.64177889,50.44660297,31.97172032,41.01371245,85.02144389,35.21199527,97.55354759,54.70012197,6.691233137,61.21447165,66.01217153,71.35740641,100.2162776,44.62359179,58.55883924,56.70762224,31.05876644,12.69715324,72.77695202,113.1092259,0
69.33676901,46.48981993,88.55862654,93.44151944,24.81019804,84.95181814,62.87786369,14.19456445,61.89776947,29.61930387,68.00109793,65.28500451,84.27930726,36.69121679,33.04228708,50.08835843,49.31013583,75.2715661,93.09233464,47.76709847,0
80.16444307,62.50685939,76.74390531,57.4130825,35.85660672,46.40071399,97.39062565,39.54894833,32.75808127,43.74326683,90.14499559,66.01567737,116.2304152,7.848292316,44.19882753,36.58233748,23.62081078,42.67630535,70.59426804,77.71173308,1
19.12406847,25.30911363,35.84681549,24.85002686,53.91346974,20.27555594,62.49988799,85.15045212,54.68653781,55.56814194,12.6901956,19.22674169,29.6232847,67.47486864,33.91077741,27.46925445,35.82655121,70.38334806,27.61870386,41.19287835,1
93.5188845,32.58796848,82.0321584,82.66412239,37.00385095,83.55748699,15.11001315,92.38739316,105.6664569,30.21905768,48.7670685,39.72303109,75.62908758,89.90206663,44.64978194,45.31676841,75.5560051,100.6811097,40.99592326,8.001600977,0
109.3388759,42.28567732,105.0033382,94.78957858,22.78532846,93.53430422,58.77074178,18.87292017,75.17066603,33.93289275,62.81239245,76.71284766,100.5804925,58.650571,34.02198983,37.47197213,52.32904812,94.66791491,69.28127945,46.30466723,0
27.84724761,33.58935563,33.99671903,32.15228025,65.16235621,25.04820688,48.78486305,76.99399572,89.78217157,62.44810205,7.496403336,13.77214613,27.22419201,88.88277625,54.35247067,40.48842993,42.76091093,82.51390283,18.58549635,40.87866748,1
35.63382449,42.44779573,46.55992325,37.87287904,44.78711182,34.53010146,38.01869502,105.22994,57.87443968,38.29836319,1.498093409,8.377638501,26.10650725,93.95498336,55.79936662,37.35650614,48.50199748,63.35910823,22.97255218,55.68524125,1
66.35177136,54.8520564,47.7562842,53.12873365,93.08570553,64.13527838,95.18877556,82.90690415,3.666472883,66.39996988,82.50903616,100.7348331,82.7144261,48.00504081,49.09796663,49.20338361,40.99182942,12.63111622,94.1312611,116.240791,0
48.06480733,45.44064937,30.01370929,26.83095622,61.98761471,31.10564035,95.35623629,66.43599882,21.08537909,76.02028993,67.2285912,51.31435407,68.90358935,41.33164088,45.11110218,28.4208523,14.44032545,30.14081445,69.88807062,86.22081788,0
42.1644894,49.00555428,43.21086186,22.34044736,60.84658869,38.38335256,72.10581085,47.39327468,20.20034956,69.36831617,54.19559471,48.91661428,76.45379821,34.88137044,41.51010807,23.76053298,7.649543012,32.5950628,72.63988087,91.36792595,1
44.1041356,57.87328797,41.41859705,46.56608609,67.74443136,56.58133008,106.4337663,48.12191213,15.01101929,90.99859122,86.99239955,88.84831027,105.3800595,33.80346379,44.69475914,52.97611768,25.18529354,28.09627095,83.21638697,103.7881412,0
76.8875143,37.99040189,92.88984807,81.19876221,14.29798461,60.56500338,55.09287603,34.48440748,72.96438779,26.35613837,50.93363409,48.60976705,89.26158522,39.69008003,23.39095561,36.09764147,44.68766742,86.12149245,62.99375669,36.57363162,0
36.70832398,47.08329566,33.63198845,27.57131226,63.19035626,35.6222987,75.73605406,56.74719801,24.56112438,82.25523225,45.83394504,63.03044817,52.80031054,49.8569843,56.33302852,30.42844885,17.30709417,20.05835897,60.14440321,93.76727673,0
48.15657004,34.773957,71.3008279,50.36036074,38.77515291,59.15121602,56.14522083,39.38220429,50.65264563,56.55624866,72.2418376,74.4536529,83.14854605,14.4045317,27.85867155,21.34152435,15.77845788,61.30261936,62.41834947,60.2979863,1
79.8966644,46.76636492,77.00849423,65.92534748,29.9620194,82.96372908,58.01706671,10.16249307,61.27836214,42.53374559,77.69650156,62.98502932,121.679596,20.12924783,23.07012002,27.5112698,35.4334623,76.53714295,61.86265264,68.72787047,0
18.7643964,30.15788524,28.99426828,11.45992315,43.68523921,13.09105983,49.79998157,84.03231659,58.88626559,49.88861689,27.74768343,32.37076751,56.56365705,52.4229182,35.25942203,17.65677911,28.55672279,57.94134501,39.7430692,46.98695894,1
95.69192689,36.26028246,75.01522731,64.48911242,19.99497336,97.23890433,47.82473908,57.88767414,111.6970146,14.52564566,79.52179692,55.52409362,87.28499804,70.56213375,33.03058293,53.11642523,65.48527762,99.96773725,65.39628514,28.54692463,0
57.50033381,11.18468588,74.94792604,47.12144308,28.26247272,49.30514977,26.28497577,65.73859111,75.41936163,13.62975659,32.55685405,23.14579449,53.73229354,57.72108021,20.37729446,24.38466844,41.0729577,72.64987603,29.72039695,17.27434598,1
48.08965395,29.80756929,39.99495395,44.62886755,52.54873283,46.25891755,33.06932115,67.28289052,64.67392018,45.96574641,13.43849223,3.726223043,34.43532413,62.26091114,32.68364615,32.42528964,51.92343601,84.80659533,7.927167981,29.17714482,1
68.10058666,46.23811237,53.12661097,55.99301661,46.31862882,56.73925336,94.10547171,42.38839901,36.43285247,63.40600291,88.55429584,66.85441279,86.0534542,9.912245688,33.33214,28.74420001,25.49312298,48.07735028,92.35186515,95.0352302,1
